,Unnamed: 0,Date,Price,Return,Realized_Vol,ma_50,Signal,regime_id,Raw_Position,Position,Position_lag,PnL,cumu_PnL,drawdown
0,0,2015-01-02,4.984857082366943,,,,0,0.0,,0.0,,0.0,0.0,0.0
1,1,2015-01-05,4.731142997741699,-0.0508969626276173,,,0,0.0,,0.0,0.0,-0.0,0.0,0.0
2,2,2015-01-06,4.650143146514893,-0.017120567115699,,,0,0.0,,0.0,0.0,-0.0,0.0,0.0
3,3,2015-01-07,4.674285888671875,0.0051918277343949,,,0,0.0,,0.0,0.0,0.0,0.0,0.0
4,4,2015-01-08,4.777999877929688,0.0221881998080526,,,0,0.0,,0.0,0.0,0.0,0.0,0.0
5,5,2015-01-09,4.704143047332764,-0.01545768783672,,,0,0.0,,0.0,0.0,-0.0,0.0,0.0
6,6,2015-01-12,4.554714202880859,-0.0317653700043475,,,0,0.0,,0.0,0.0,-0.0,0.0,0.0
7,7,2015-01-13,4.625570774078369,0.0155567546154034,,,0,0.0,,0.0,0.0,0.0,0.0,0.0
8,8,2015-01-14,4.631999969482422,0.0013899247721127,,,0,0.0,,0.0,0.0,0.0,0.0,0.0
9,9,2015-01-15,4.625143051147461,-0.0014803364378535,,,0,0.0,,0.0,0.0,-0.0,0.0,0.0
10,10,2015-01-16,4.819142818450928,0.0419445982876869,,,0,0.0,,0.0,0.0,0.0,0.0,0.0
11,11,2015-01-20,4.98285722732544,0.0339716864683283,,,0,0.0,,0.0,0.0,0.0,0.0,0.0
12,12,2015-01-21,5.846857070922852,0.1733944610853652,,,0,0.0,,0.0,0.0,0.0,0.0,0.0
13,13,2015-01-22,6.120571136474609,0.0468138800438566,,,0,0.0,,0.0,0.0,0.0,0.0,0.0
14,14,2015-01-23,6.249429225921631,0.0210532786195574,,,0,0.0,,0.0,0.0,0.0,0.0,0.0
15,15,2015-01-26,6.379428863525391,0.0208018417209274,,,0,0.0,,0.0,0.0,0.0,0.0,0.0
16,16,2015-01-27,6.488142967224121,0.0170413537049229,,,0,0.0,,0.0,0.0,0.0,0.0,0.0
17,17,2015-01-28,6.320857048034668,-0.025783328147133,,,0,0.0,,0.0,0.0,-0.0,0.0,0.0
18,18,2015-01-29,6.340000152587891,0.0030285615396372,,,0,0.0,,0.0,0.0,0.0,0.0,0.0
19,19,2015-01-30,6.311429023742676,-0.0045064870911009,,,0,0.0,,0.0,0.0,-0.0,0.0,0.0
20,20,2015-02-02,6.301000118255615,-0.0016523841823822,0.7165536931557971,,0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0
21,21,2015-02-03,6.527429103851318,0.0359354041177812,0.6797049728323333,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,22,2015-02-04,6.41014289855957,-0.0179682082219088,0.6802762016367859,,0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0
23,23,2015-02-05,6.413000106811523,0.0004457323802555,0.6815748207365303,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,24,2015-02-06,6.3480000495910645,-0.0101356706904495,0.6877820663845994,,0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0
25,25,2015-02-09,6.329570770263672,-0.0029031630723727,0.6817940992116849,,0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0
26,26,2015-02-10,6.485000133514404,0.0245560668949211,0.658642618637784,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,27,2015-02-11,6.498428821563721,0.0020707305740699,0.6611970194076762,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,28,2015-02-12,6.52471399307251,0.0040448502600454,0.6603843725478271,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,29,2015-02-13,6.658570766448975,0.020515347265579,0.656367132966487,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,30,2015-02-17,6.713714122772217,0.0082815604515456,0.6517106370659824,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,31,2015-02-18,6.786571025848389,0.0108519519514613,0.6490989598245683,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,32,2015-02-19,6.78000020980835,-0.0009682085422832,0.2788895023835535,,0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0
33,33,2015-02-20,6.8314290046691895,0.0075853677388446,0.2373581529300339,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,34,2015-02-23,6.740571022033691,-0.0132999966146757,0.2390400167375519,,0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0
35,35,2015-02-24,6.783999919891357,0.00644291080321,0.2308660467997258,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,36,2015-02-25,6.833285808563232,0.0072650190527514,0.2256291273334817,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37,37,2015-02-26,6.900428771972656,0.0098258678607123,0.1999746123532216,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,38,2015-02-27,6.78442907333374,-0.0168105059079908,0.213794365821986,,0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0
39,39,2015-03-02,6.860713958740234,0.0112441127443327,0.213301562635765,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,40,2015-03-03,6.781570911407471,-0.0115356867825598,0.2197271444733934,,0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0
41,41,2015-03-04,6.710999965667725,-0.0104062829485476,0.1892134854286522,,0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0
42,42,2015-03-05,6.680714130401611,-0.004512864762487,0.1764946150136844,,0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0
43,43,2015-03-06,6.487429141998291,-0.0289317855292965,0.2081717475421196,,0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0
44,44,2015-03-09,6.366143226623535,-0.0186955283395043,0.2161243688304349,,0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0
45,45,2015-03-10,6.215143203735352,-0.0237192311754302,0.2321637953383872,,0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0
46,46,2015-03-11,6.288428783416748,0.0117914547226121,0.217633114668825,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,47,2015-03-12,6.404571056365967,0.0184692038264786,0.2286549234464055,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48,48,2015-03-13,6.262856960296631,-0.022127023780691,0.2401447018669599,,0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0
49,49,2015-03-16,6.028142929077148,-0.0374771502378948,0.2559419683041826,6.0711143112182615,0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0
