,Date,Price,Return,Realized_Vol,ma_50,Signal,regime_id,Raw_Position,Position,Position_lag,PnL,cumu_PnL
0,2015-01-02,4.984857082366943,,,,0,0.0,,0.0,,0.0,0.0
1,2015-01-05,4.731142997741699,-0.0508969626276173,,,0,0.0,,0.0,0.0,-0.0,0.0
2,2015-01-06,4.650143146514893,-0.017120567115699,,,0,0.0,,0.0,0.0,-0.0,0.0
3,2015-01-07,4.674285888671875,0.0051918277343949,,,0,0.0,,0.0,0.0,0.0,0.0
4,2015-01-08,4.777999877929688,0.0221881998080526,,,0,0.0,,0.0,0.0,0.0,0.0
5,2015-01-09,4.704143047332764,-0.01545768783672,,,0,0.0,,0.0,0.0,-0.0,0.0
6,2015-01-12,4.554714202880859,-0.0317653700043475,,,0,0.0,,0.0,0.0,-0.0,0.0
7,2015-01-13,4.625570774078369,0.0155567546154034,,,0,0.0,,0.0,0.0,0.0,0.0
8,2015-01-14,4.631999969482422,0.0013899247721127,,,0,0.0,,0.0,0.0,0.0,0.0
9,2015-01-15,4.625143051147461,-0.0014803364378535,,,0,0.0,,0.0,0.0,-0.0,0.0
10,2015-01-16,4.819142818450928,0.0419445982876869,,,0,0.0,,0.0,0.0,0.0,0.0
11,2015-01-20,4.98285722732544,0.0339716864683283,,,0,0.0,,0.0,0.0,0.0,0.0
12,2015-01-21,5.846857070922852,0.1733944610853652,,,0,0.0,,0.0,0.0,0.0,0.0
13,2015-01-22,6.120571136474609,0.0468138800438566,,,0,0.0,,0.0,0.0,0.0,0.0
14,2015-01-23,6.249429225921631,0.0210532786195574,,,0,0.0,,0.0,0.0,0.0,0.0
15,2015-01-26,6.379428863525391,0.0208018417209274,,,0,0.0,,0.0,0.0,0.0,0.0
16,2015-01-27,6.488142967224121,0.0170413537049229,,,0,0.0,,0.0,0.0,0.0,0.0
17,2015-01-28,6.320857048034668,-0.025783328147133,,,0,0.0,,0.0,0.0,-0.0,0.0
18,2015-01-29,6.340000152587891,0.0030285615396372,,,0,0.0,,0.0,0.0,0.0,0.0
19,2015-01-30,6.311429023742676,-0.0045064870911009,,,0,0.0,,0.0,0.0,-0.0,0.0
20,2015-02-02,6.301000118255615,-0.0016523841823822,0.7165536931557971,,0,0.0,0.0,0.0,0.0,-0.0,0.0
21,2015-02-03,6.527429103851318,0.0359354041177812,0.6797049728323333,,0,0.0,0.0,0.0,0.0,0.0,0.0
22,2015-02-04,6.41014289855957,-0.0179682082219088,0.6802762016367859,,0,0.0,0.0,0.0,0.0,-0.0,0.0
23,2015-02-05,6.413000106811523,0.0004457323802555,0.6815748207365303,,0,0.0,0.0,0.0,0.0,0.0,0.0
24,2015-02-06,6.3480000495910645,-0.0101356706904495,0.6877820663845994,,0,0.0,0.0,0.0,0.0,-0.0,0.0
25,2015-02-09,6.329570770263672,-0.0029031630723727,0.6817940992116849,,0,0.0,0.0,0.0,0.0,-0.0,0.0
26,2015-02-10,6.485000133514404,0.0245560668949211,0.658642618637784,,0,0.0,0.0,0.0,0.0,0.0,0.0
27,2015-02-11,6.498428821563721,0.0020707305740699,0.6611970194076762,,0,0.0,0.0,0.0,0.0,0.0,0.0
28,2015-02-12,6.52471399307251,0.0040448502600454,0.6603843725478271,,0,0.0,0.0,0.0,0.0,0.0,0.0
29,2015-02-13,6.658570766448975,0.020515347265579,0.656367132966487,,0,0.0,0.0,0.0,0.0,0.0,0.0
30,2015-02-17,6.713714122772217,0.0082815604515456,0.6517106370659824,,0,0.0,0.0,0.0,0.0,0.0,0.0
31,2015-02-18,6.786571025848389,0.0108519519514613,0.6490989598245683,,0,0.0,0.0,0.0,0.0,0.0,0.0
32,2015-02-19,6.78000020980835,-0.0009682085422832,0.2788895023835535,,0,0.0,0.0,0.0,0.0,-0.0,0.0
33,2015-02-20,6.8314290046691895,0.0075853677388446,0.2373581529300339,,0,0.0,0.0,0.0,0.0,0.0,0.0
34,2015-02-23,6.740571022033691,-0.0132999966146757,0.23904001673755199,,0,0.0,0.0,0.0,0.0,-0.0,0.0
35,2015-02-24,6.783999919891357,0.00644291080321,0.2308660467997258,,0,0.0,0.0,0.0,0.0,0.0,0.0
36,2015-02-25,6.833285808563232,0.0072650190527514,0.22562912733348178,,0,0.0,0.0,0.0,0.0,0.0,0.0
37,2015-02-26,6.900428771972656,0.0098258678607123,0.1999746123532216,,0,0.0,0.0,0.0,0.0,0.0,0.0
38,2015-02-27,6.78442907333374,-0.0168105059079908,0.21379436582198605,,0,0.0,0.0,0.0,0.0,-0.0,0.0
39,2015-03-02,6.860713958740234,0.0112441127443327,0.213301562635765,,0,0.0,0.0,0.0,0.0,0.0,0.0
40,2015-03-03,6.781570911407471,-0.0115356867825598,0.21972714447339345,,0,0.0,0.0,0.0,0.0,-0.0,0.0
41,2015-03-04,6.710999965667725,-0.0104062829485476,0.1892134854286522,,0,0.0,0.0,0.0,0.0,-0.0,0.0
42,2015-03-05,6.680714130401611,-0.004512864762487,0.17649461501368444,,0,0.0,0.0,0.0,0.0,-0.0,0.0
43,2015-03-06,6.487429141998291,-0.0289317855292965,0.20817174754211965,,0,0.0,0.0,0.0,0.0,-0.0,0.0
44,2015-03-09,6.366143226623535,-0.0186955283395043,0.21612436883043493,,0,0.0,0.0,0.0,0.0,-0.0,0.0
45,2015-03-10,6.215143203735352,-0.0237192311754302,0.23216379533838727,,0,0.0,0.0,0.0,0.0,-0.0,0.0
46,2015-03-11,6.288428783416748,0.0117914547226121,0.217633114668825,,0,0.0,0.0,0.0,0.0,0.0,0.0
47,2015-03-12,6.404571056365967,0.0184692038264786,0.22865492344640553,,0,0.0,0.0,0.0,0.0,0.0,0.0
48,2015-03-13,6.262856960296631,-0.022127023780691,0.24014470186695996,,0,0.0,0.0,0.0,0.0,-0.0,0.0
49,2015-03-16,6.028142929077148,-0.0374771502378948,0.25594196830418264,6.0711143112182615,0,0.0,0.0,0.0,0.0,-0.0,0.0
50,2015-03-17,5.978857040405273,-0.0081759655090692,0.25138075621942735,6.0909943103790285,0,0.0,0.0,0.0,0.0,-0.0,0.0
51,2015-03-18,6.0445709228515625,0.0109910442752172,0.2515023818749394,6.117262868881226,0,0.0,0.0,0.0,0.0,0.0,0.0
52,2015-03-19,6.074429035186768,0.004939657870888,0.2538252961081038,6.145748586654663,0,0.0,0.0,0.0,0.0,0.0,0.0
53,2015-03-20,6.118570804595947,0.0072668178611494,0.25361229899675597,6.174634284973145,0,0.0,0.0,0.0,0.0,0.0,0.0
54,2015-03-23,6.0714287757873535,-0.0077047451625766,0.25206566246995576,6.200502862930298,0,0.0,0.0,0.0,0.0,-0.0,0.0
55,2015-03-24,6.261143207550049,0.0312470818268131,0.28085483293083646,6.231642866134644,1,1.0,0.3560558276902648,0.3560558276902648,0.0,0.0,0.0
56,2015-03-25,6.025000095367432,-0.0377156542111769,0.301839410312972,6.261048583984375,0,2.0,0.0,0.0,0.3560558276902648,-0.01342887847704041,-0.01342887847704041
57,2015-03-26,5.975142955780029,-0.008275043783939,0.29595206601290047,6.2880400276184085,0,2.0,0.0,0.0,0.0,-0.0,-0.01342887847704041
58,2015-03-27,5.925285816192627,-0.0083440915064924,0.293750022183808,6.3139057445526126,0,2.0,0.0,0.0,0.0,-0.0,-0.01342887847704041
59,2015-03-30,6.03671407699585,0.018805550358214,0.30097393940166317,6.34213716506958,0,2.0,0.0,0.0,0.0,0.0,-0.01342887847704041
60,2015-03-31,5.952713966369629,-0.013914873150332,0.3016505059847916,6.364808588027954,0,2.0,0.0,0.0,0.0,-0.0,-0.01342887847704041
61,2015-04-01,5.901713848114014,-0.0085675405443206,0.30139100421530296,6.383185720443725,0,2.0,0.0,0.0,0.0,-0.0,-0.01342887847704041
62,2015-04-02,5.91542911529541,0.0023239464898454,0.30288175557796043,6.384557161331177,0,2.0,0.0,0.0,0.0,0.0,-0.01342887847704041
63,2015-04-06,6.0329999923706055,0.0198752913412814,0.30318567007562763,6.382805738449097,0,2.0,0.0,0.0,0.0,0.0,-0.01342887847704041
64,2015-04-07,6.049428939819336,0.0027231804192784,0.29839611696993656,6.37880573272705,0,2.0,0.0,0.0,0.0,0.0,-0.01342887847704041
65,2015-04-08,6.304999828338623,0.0422471097787486,0.3263870519619968,6.377317152023315,0,2.0,0.0,0.0,0.0,0.0,-0.01342887847704041
66,2015-04-09,6.278571128845215,-0.0041917050298115,0.32424935211668565,6.373125715255737,0,2.0,0.0,0.0,0.0,-0.0,-0.01342887847704041
67,2015-04-10,6.493856906890869,0.0342889765247034,0.3405747379312977,6.3765857124328615,1,3.0,0.2936213079320418,0.2936213079320418,0.0,0.0,-0.01342887847704041
68,2015-04-13,6.7811431884765625,0.0442397000280132,0.36184417470652586,6.3854085731506345,1,3.0,0.27636205579682227,0.27636205579682227,0.2936213079320418,0.012989718584746422,-0.0004391598922939884
69,2015-04-14,6.838714122772217,0.008489856753576,0.3266507235193493,6.395954275131226,1,3.0,0.30613739018421754,0.30613739018421754,0.27636205579682227,0.002346274265838799,0.0019071143735448107
70,2015-04-15,6.792285919189453,-0.006789025356121,0.32585884765896844,6.4057799911499025,1,3.0,0.30688134055103583,0.30688134055103583,0.30613739018421754,-0.0020783745044173608,-0.0001712601308725501
71,2015-04-16,8.02928638458252,0.1821184326028315,0.7036454940174862,6.435817136764526,1,3.0,0.1421170189395328,0.1421170189395328,0.30688134055103583,0.0558887487362104,0.05571748860533785
72,2015-04-17,8.164999961853027,0.0169023211740335,0.7026230206178292,6.470914278030396,1,3.0,0.1423238309386279,0.1423238309386279,0.1421170189395328,0.0024021074984121853,0.05811959610375004
73,2015-04-20,8.105570793151855,-0.007278526513022,0.7068369337578554,6.5047656917572025,1,3.0,0.14147534632684813,0.14147534632684813,0.1423238309386279,-0.0010359077769216641,0.05708368832682838
